,Id,Status Category,Probability of conversion,Use Case,Created Date
52804,uvwxs0ms,Waiting,0.4,Indefinite,2019-11-09
52805,j7T8mEnW,Waiting,0.4,Indefinite,2019-11-09
52806,ij07l4b6,Waiting,0.4,Corporate Events,2019-11-09
52807,DO0zTqG4,Waiting,0.4,Indefinite,2019-11-09
52808,1jFeyOE2,Qualified,0.5,Corporate Events,2019-11-09
52809,brj460ck,Waiting,0.4,Indefinite,2019-11-09
52810,ryp6fc2v,Process,0.3,Corporate Events,2019-11-09
52811,fyphb244,Waiting,0.4,Corporate Events,2019-11-09
52812,8l39cqky,Waiting,0.4,Corporate Events,2019-11-09
52813,Cc66kwpZ,Waiting,0.4,Sports Events,2019-11-09
52814,lG4jHrG8,Discarded,0.1,Sports Events,2019-11-09
52815,yHwW1xir,Discarded,0.1,Sports Events,2019-11-09
52816,5zrtl8ju,Waiting,0.4,Corporate Events,2019-11-09
52817,z6zp1vzt,Discarded,0.1,Corporate Events,2019-11-09
52818,LzgokR9C,Qualified,0.5,Corporate Events,2019-11-09
52819,95jea94z,Discarded,0.1,Corporate Events,2019-11-09
52820,BBf86mWb,Qualified,0.5,Educational Seminars,2019-11-09
52821,8zk7pusi,Discarded,0.1,Corporate Events,2019-11-09
52822,z50lsc7m,Discarded,0.1,Corporate Events,2019-11-09
52823,rnca80mb,Waiting,0.4,Indefinite,2019-11-09
52824,p1n420s4,Discarded,0.1,Corporate Events,2019-11-09
52825,Y4ddHqx5,Engaged,0.45,Corporate Events,2019-11-09
52826,chuwwzcg,Discarded,0.1,Corporate Events,2019-11-09
52827,0fi47pu9,Waiting,0.4,Corporate Events,2019-11-09
52828,o9ijxn6h,Waiting,0.4,Educational Seminars,2019-11-09
52829,vs2yrajs,Waiting,0.4,Corporate Events,2019-11-09
52830,2eqz547v,Discarded,0.1,Corporate Events,2019-11-09
52831,uc3gpfk4,Discarded,0.1,Corporate Events,2019-11-09
52832,f4v0ui4j,Waiting,0.4,Indefinite,2019-11-09
52833,2hTcw9GL,Qualified,0.5,Corporate Events,2019-11-09
52834,yzn03q3k,Waiting,0.4,Corporate Events,2019-11-09
52835,eb4ieix6,Discarded,0.1,Indefinite,2019-11-09
52836,XFng5HOb,Engaged,0.45,Sports Events,2019-11-09
52837,sa3lh10l,Discarded,0.1,Indefinite,2019-11-09
52838,g7r2vyto,Waiting,0.4,Corporate Events,2019-11-09
52839,w8h6p90b,Discarded,0.1,Corporate Events,2019-11-09
52840,0bphshuw,Waiting,0.4,Indefinite,2019-11-09
52841,da8rm4gf,Discarded,0.1,Indefinite,2019-11-09
52842,3C6qpeVm,Qualified,0.5,Corporate Events,2019-11-09
52843,Gbr5LBfK,Waiting,0.4,Indefinite,2019-11-09
52844,hrecfrr7,Discarded,0.1,Corporate Events,2019-11-09
52845,ozb2szne,Discarded,0.1,Corporate Events,2019-11-09
52846,rx9wdyen,Waiting,0.4,Corporate Events,2019-11-09
52847,ep2RxqXj,Qualified,0.5,Corporate Events,2019-11-09
52848,fvMWqNtx,Qualified,0.5,Corporate Events,2019-11-09
52849,RzX4db2p,Qualified,0.5,Corporate Events,2019-11-09
52850,g5k2n245,Waiting,0.4,Corporate Events,2019-11-09
52851,5EF5yr6H,Qualified,0.5,Corporate Events,2019-11-09
52852,rfApRQan,Waiting,0.4,Corporate Events,2019-11-09
52853,9echvib6,Waiting,0.4,Indefinite,2019-11-09
52854,bxe2e598,Engaged,0.45,Educational Seminars,2019-11-09
52855,nh3sxpq9,Waiting,0.4,Indefinite,2019-11-09
52856,9puv3hab,Waiting,0.4,Indefinite,2019-11-09
52857,wak7m19p,Waiting,0.4,Corporate Events,2019-11-09
52858,ywuderqf,Discarded,0.1,Corporate Events,2019-11-09
52859,ll6swp26,Engaged,0.45,Educational Seminars,2019-11-09
52860,bxpgtkxz,Engaged,0.45,Corporate Events,2019-11-09
52861,ski699ko,Waiting,0.4,Corporate Events,2019-11-09
52862,Jvh8zbhN,Qualified,0.5,Corporate Events,2019-11-09
52863,07h3jix2,Waiting,0.4,Corporate Events,2019-11-09
52864,OOAraUOu,Qualified,0.5,Sports Events,2019-11-09
52865,pninbir6,Waiting,0.4,Indefinite,2019-11-09
52866,lPvtIB4R,Qualified,0.5,Corporate Events,2019-11-09
52867,0gjx1ys7,Waiting,0.4,Corporate Events,2019-11-09
52868,j42ij5d8,Waiting,0.4,Indefinite,2019-11-09
52869,F4JLzqTr,Qualified,0.5,Corporate Events,2019-11-09
52870,i83PnPRn,Qualified,0.5,Sports Events,2019-11-09
52871,9Xky9Joz,Qualified,0.5,Educational Seminars,2019-11-09
52872,mmias0jr,Discarded,0.1,Corporate Events,2019-11-09
52873,lfkeqtgc,Waiting,0.4,Corporate Events,2019-11-09
52874,4cL4nm02,Discarded,0.1,Sports Events,2019-11-09
52875,84o5ja5a,Waiting,0.4,Indefinite,2019-11-09
52876,AWOkdHh9,Engaged,0.45,Corporate Events,2019-11-09
52877,020i44lu,Discarded,0.1,Indefinite,2019-11-09
52878,7m1rv06f,Waiting,0.4,Educational Seminars,2019-11-09
52879,3l0hdktl,Waiting,0.4,Corporate Events,2019-11-09
52880,fbyqth6c,Engaged,0.45,Corporate Events,2019-11-09
52881,ged74hjc,Waiting,0.4,Educational Seminars,2019-11-09
52882,le9eszdm,Waiting,0.4,Indefinite,2019-11-09
52883,bew6ze7o,Discarded,0.1,Corporate Events,2019-11-09
52884,dloxi55b,Engaged,0.45,Corporate Events,2019-11-09
52885,4irtxvz0,Waiting,0.4,Indefinite,2019-11-09
52886,in570bw1,Waiting,0.4,Corporate Events,2019-11-09
52887,EAbyBGjL,Qualified,0.5,Corporate Events,2019-11-09
52888,8ipn27f4,Waiting,0.4,Corporate Events,2019-11-09
52889,4l3tmx6m,Waiting,0.4,Corporate Events,2019-11-09
52890,61ut93zu,Discarded,0.1,Corporate Events,2019-11-09
52891,2ezcl36h,Waiting,0.4,Corporate Events,2019-11-09
52892,vqz70rqy,Waiting,0.4,Sports Events,2019-11-09
52893,3b4WRTEK,Qualified,0.5,Corporate Events,2019-11-09
52894,zl1d79jk,Engaged,0.45,Corporate Events,2019-11-09
52895,yjfnz8jv,Waiting,0.4,Corporate Events,2019-11-09
52896,reb3nbsr,Waiting,0.4,Indefinite,2019-11-09
52897,bvcvpfb7,Discarded,0.1,Corporate Events,2019-11-09
52898,cpymtu74,Discarded,0.1,Indefinite,2019-11-09
52899,FL965wcj,Discarded,0.1,Sports Events,2019-11-09
52900,atqskvRe,Qualified,0.5,Corporate Events,2019-11-09
52901,OOmTloA8,Waiting,0.4,Corporate Events,2019-11-09
52902,an30rbla,Waiting,0.4,Corporate Events,2019-11-09
52903,d5d7zebi,Waiting,0.4,Indefinite,2019-11-09
52904,ETEmxAOO,Discarded,0.1,Sports Events,2019-11-09
52905,KJ8p1gqB,Qualified,0.5,Educational Seminars,2019-11-09
52906,a0f57mnv,Discarded,0.1,Corporate Events,2019-11-09
52907,Z4ZPAHRM,Engaged,0.45,Sports Events,2019-11-09
52908,86hh4poh,Qualified,0.5,Corporate Events,2019-11-09
52909,03suhpg7,Waiting,0.4,Corporate Events,2019-11-09
52910,0lrqy9u8,Waiting,0.4,Corporate Events,2019-11-09
52911,J58IDJ5o,Qualified,0.5,Corporate Events,2019-11-09
52912,druxiot3,Discarded,0.1,Indefinite,2019-11-09
52913,bcwkuxq4,Waiting,0.4,Corporate Events,2019-11-09
52914,if5rbyuv,Process,0.3,Educational Seminars,2019-11-09
52915,p1iN0QK9,Discarded,0.1,Sports Events,2019-11-09
52916,fcmxgq12,Waiting,0.4,Corporate Events,2019-11-09
52917,hbizuboj,Waiting,0.4,Corporate Events,2019-11-09
52918,34lkqhvm,Waiting,0.4,Corporate Events,2019-11-09
52919,xqAbNNDK,Discarded,0.1,Sports Events,2019-11-09
52920,z1912r2p,Discarded,0.1,Corporate Events,2019-11-09
52921,uk7TyCbb,Qualified,0.5,Educational Seminars,2019-11-09
52922,XlCcFfel,Discarded,0.1,Sports Events,2019-11-09
52923,a61nWbtt,Qualified,0.5,Educational Seminars,2019-11-09
52924,v8oxoDMr,Qualified,0.5,Corporate Events,2019-11-09
52925,4l9jxjxo,Waiting,0.4,Corporate Events,2019-11-09
52926,tw4EgEQf,Discarded,0.1,Indefinite,2019-11-09
52927,6weZJv9t,Waiting,0.4,Indefinite,2019-11-09
52928,2s7r788h,Waiting,0.4,Corporate Events,2019-11-09
52929,aat8r9g2,Waiting,0.4,Corporate Events,2019-11-09
52930,Ypz0aASe,Discarded,0.1,Indefinite,2019-11-09
52931,fd00ety9,Waiting,0.4,Corporate Events,2019-11-09
52932,jhej7l0d,Discarded,0.1,Corporate Events,2019-11-09
52933,fj3BwaOz,Discarded,0.1,Sports Events,2019-11-09
52934,9pQFLqE9,Discarded,0.1,Sports Events,2019-11-09
52935,mnmm5xbb,Discarded,0.1,Corporate Events,2019-11-09
52936,k7h6i29g,Waiting,0.4,Corporate Events,2019-11-09
52937,2R0YLEqz,Waiting,0.4,Corporate Events,2019-11-09
52938,5rw4Fvxi,Qualified,0.5,Corporate Events,2019-11-09
52939,bydum3ad,Waiting,0.4,Indefinite,2019-11-09
52940,efc5ygml,Waiting,0.4,Corporate Events,2019-11-09
52941,v3Hxn5XP,Qualified,0.5,Corporate Events,2019-11-09
52942,cp1ep2ik,Discarded,0.1,Corporate Events,2019-11-09
52943,gxx9iu83,Discarded,0.1,Corporate Events,2019-11-09
52944,CbhAH8rz,Waiting,0.4,Indefinite,2019-11-09
52945,B7nY4uQn,Waiting,0.4,Indefinite,2019-11-09
52946,th4cy01m,Waiting,0.4,Indefinite,2019-11-09
52947,xRtkQShV,Qualified,0.5,Corporate Events,2019-11-09
52948,z2k3tavp,Waiting,0.4,Indefinite,2019-11-09
52949,9kq9intq,Waiting,0.4,Corporate Events,2019-11-09
52950,vi7xabfr,Discarded,0.1,Indefinite,2019-11-09
52951,3qq3dnrb,Waiting,0.4,Indefinite,2019-11-09
52952,lug7xk1o,Waiting,0.4,Corporate Events,2019-11-09
52953,PA56ebhK,Waiting,0.4,Corporate Events,2019-11-09
52954,drq3PJFv,Waiting,0.4,Sports Events,2019-11-09
52955,67KV4YNE,Discarded,0.1,Sports Events,2019-11-09
52956,5OjCntkN,Waiting,0.4,Sports Events,2019-11-09
52957,khrzs4pv,Waiting,0.4,Indefinite,2019-11-09
52958,Ppdotuu9,Qualified,0.5,Corporate Events,2019-11-09
52959,vRVY4OQy,Qualified,0.5,Corporate Events,2019-11-09
52960,yjrixgcj,Discarded,0.1,Corporate Events,2019-11-09
52961,gfWq3CcA,Discarded,0.1,Indefinite,2019-11-09
52962,WaIUufGa,Qualified,0.5,Corporate Events,2019-11-09
52963,66g3pzzt,Discarded,0.1,Corporate Events,2019-11-09
52964,vtl1bbbe,Waiting,0.4,Indefinite,2019-11-09
52965,znbp04ag,Waiting,0.4,Corporate Events,2019-11-09
52966,qsq8hkb2,Discarded,0.1,Indefinite,2019-11-09
52967,eagtfow3,Waiting,0.4,Corporate Events,2019-11-09
52968,iy5p69yd,Waiting,0.4,Indefinite,2019-11-09
52969,86lac236,Waiting,0.4,Corporate Events,2019-11-09
52970,g89zvprk,Waiting,0.4,Indefinite,2019-11-09
52971,P4c5b07Z,Discarded,0.1,Indefinite,2019-11-09
52972,ugcvia83,Waiting,0.4,Corporate Events,2019-11-09
52973,ek89onw7,Waiting,0.4,Corporate Events,2019-11-09
52974,6e1rrebu,Waiting,0.4,Corporate Events,2019-11-09
52975,yug2ho3u,Waiting,0.4,Corporate Events,2019-11-09
52976,6anf4fvs,Discarded,0.1,Indefinite,2019-11-09
52977,eMP201wS,Discarded,0.1,Indefinite,2019-11-09
52978,um7wpbya,Waiting,0.4,Corporate Events,2019-11-09
52979,39a36dwc,Discarded,0.1,Corporate Events,2019-11-09
52980,2QIXVMow,Qualified,0.5,Sports Events,2019-11-09
52981,IJYCmQoB,Discarded,0.1,Indefinite,2019-11-09
52982,wx3z7r6w,Discarded,0.1,Corporate Events,2019-11-09
52983,5szb7iu2,Waiting,0.4,Educational Seminars,2019-11-09
52984,hphcr2qf,Waiting,0.4,Corporate Events,2019-11-09
52985,w79tbxud,Discarded,0.1,Corporate Events,2019-11-09
52986,s86b5vpm,Waiting,0.4,Corporate Events,2019-11-09
52987,wo1y0a8p,Waiting,0.4,Indefinite,2019-11-09
52988,tjz5qvpt,Discarded,0.1,Indefinite,2019-11-09
52989,jnMxZdI3,Discarded,0.1,Indefinite,2019-11-09
52990,rzuobgvf,Waiting,0.4,Corporate Events,2019-11-10
52991,oqdfz9om,Waiting,0.4,Educational Seminars,2019-11-10
52992,zu6sl95l,Waiting,0.4,Corporate Events,2019-11-10
52993,lwbZBNYq,Waiting,0.4,Indefinite,2019-11-10
52994,uWgj9StO,Waiting,0.4,Indefinite,2019-11-10
52995,4sxww75u,Waiting,0.4,Corporate Events,2019-11-10
52996,61v5vj3l,Discarded,0.1,Corporate Events,2019-11-10
52997,v87kvgr9,Waiting,0.4,Corporate Events,2019-11-10
52998,v03t0fk5,Waiting,0.4,Educational Seminars,2019-11-10
52999,Gi8QEdnZ,Waiting,0.4,Indefinite,2019-11-10
53000,rRzSitWR,Qualified,0.5,Corporate Events,2019-11-10
53001,7bmcm7aj,Engaged,0.45,Corporate Events,2019-11-10
53002,uzsi8Zo7,Discarded,0.1,Sports Events,2019-11-10
53003,ovrZQCQT,Waiting,0.4,Sports Events,2019-11-10
53004,jucw8zhc,Waiting,0.4,Educational Seminars,2019-11-10
53005,m05rm3af,Discarded,0.1,Corporate Events,2019-11-10
53006,7Guq56oo,Qualified,0.5,Educational Seminars,2019-11-10
53007,qrxux4n0,Waiting,0.4,Corporate Events,2019-11-10
53008,njap3xxs,Waiting,0.4,Corporate Events,2019-11-10
53009,rs3b9ar9,Waiting,0.4,Indefinite,2019-11-10
53010,k22yi67b,Discarded,0.1,Corporate Events,2019-11-10
53011,PwwYbBSa,Qualified,0.5,Corporate Events,2019-11-10
53012,ux1u529m,Discarded,0.1,Corporate Events,2019-11-10
53013,e455xzxa,Discarded,0.1,Corporate Events,2019-11-10
53014,8nwj7sar,Waiting,0.4,Indefinite,2019-11-10
53015,damrzbnl,Engaged,0.45,Corporate Events,2019-11-10
53016,1rcXEtZ4,Qualified,0.5,Corporate Events,2019-11-10
53017,lhEK2LGM,Qualified,0.5,Educational Seminars,2019-11-10
53018,372p7ugh,Waiting,0.4,Indefinite,2019-11-10
53019,m4rca310,Waiting,0.4,Indefinite,2019-11-10
53020,KGoYiTU1,Discarded,0.1,Sports Events,2019-11-10
53021,Qe40IZ4v,Waiting,0.4,Sports Events,2019-11-10
53022,7acjtqfm,Waiting,0.4,Corporate Events,2019-11-10
53023,hnvfvhm9,Waiting,0.4,Corporate Events,2019-11-10
53024,qv4zw9mw,Discarded,0.1,Corporate Events,2019-11-10
53025,fjqh92pt,Discarded,0.1,Corporate Events,2019-11-10
53026,d1Z6P61P,Waiting,0.4,Indefinite,2019-11-10
53027,12rqp7re,Waiting,0.4,Indefinite,2019-11-10
53028,dzpaqb79,Waiting,0.4,Corporate Events,2019-11-10
53029,qk0wkd7s,Waiting,0.4,Corporate Events,2019-11-10
53030,lgxmzr0i,Discarded,0.1,Indefinite,2019-11-10
53031,y7eug0od,Waiting,0.4,Indefinite,2019-11-10
53032,xZj3YZfV,Waiting,0.4,Indefinite,2019-11-10
53033,zTMMj3mS,Waiting,0.4,Indefinite,2019-11-10
53034,aD5BReCQ,Qualified,0.5,Corporate Events,2019-11-10
53035,asvtyote,Waiting,0.4,Indefinite,2019-11-10
53036,KHms9hb9,Discarded,0.1,Indefinite,2019-11-10
53037,4fuy5lqm,Discarded,0.1,Indefinite,2019-11-10
53038,0smmjzgc,Discarded,0.1,Corporate Events,2019-11-10
53039,ouigjosi,Waiting,0.4,Indefinite,2019-11-10
53040,qbr0g7sq,Discarded,0.1,Corporate Events,2019-11-10
53041,fbrstpnz,Discarded,0.1,Indefinite,2019-11-10
53042,3NClXRvS,Waiting,0.4,Indefinite,2019-11-10
53043,ZTk46tpq,Qualified,0.5,Sports Events,2019-11-10
53044,6gfxvkbf,Engaged,0.45,Educational Seminars,2019-11-10
53045,daswog9j,Waiting,0.4,Indefinite,2019-11-10
53046,9mlkrw6b,Waiting,0.4,Corporate Events,2019-11-10
53047,gt330p85,Waiting,0.4,Educational Seminars,2019-11-10
53048,fd5jzssd,Waiting,0.4,Corporate Events,2019-11-10
53049,gs74YORz,Waiting,0.4,Corporate Events,2019-11-10
53050,eBiY43cC,Engaged,0.45,Corporate Events,2019-11-10
53051,jkhjde6h,Discarded,0.1,Corporate Events,2019-11-10
53052,abig9ttc,Discarded,0.1,Corporate Events,2019-11-10
53053,pjrwm8sl,Waiting,0.4,Corporate Events,2019-11-10
53054,11y23jec,Waiting,0.4,Indefinite,2019-11-10
53055,pAmYSZyO,Discarded,0.1,Sports Events,2019-11-10
53056,z7LcOUpt,Process,0.3,Corporate Events,2019-11-10
53057,uzcmdbc3,Waiting,0.4,Corporate Events,2019-11-10
53058,IfKskXbf,Waiting,0.4,Educational Seminars,2019-11-10
53059,x0q6qee6,Waiting,0.4,Indefinite,2019-11-10
53060,4l5hfr43,Waiting,0.4,Corporate Events,2019-11-10
53061,fxsu7yrq,Waiting,0.4,Indefinite,2019-11-10
53062,bi2sa9ym,Waiting,0.4,Corporate Events,2019-11-10
53063,gvt939wt,Waiting,0.4,Corporate Events,2019-11-10
53064,kip0fxys,Waiting,0.4,Corporate Events,2019-11-10
53065,h97nvvl9,Discarded,0.1,Corporate Events,2019-11-10
53066,kph3wh0g,Waiting,0.4,Corporate Events,2019-11-10
53067,xqth8l5k,Discarded,0.1,Corporate Events,2019-11-10
53068,kpkirljy,Discarded,0.1,Corporate Events,2019-11-10
53069,kkXCQtfz,Qualified,0.5,Educational Seminars,2019-11-10
53070,15zIyapB,Waiting,0.4,Indefinite,2019-11-10
53071,d7q37519,Discarded,0.1,Corporate Events,2019-11-10
53072,g255ow1o,Discarded,0.1,Indefinite,2019-11-10
53073,90cdmc47,Process,0.3,Educational Seminars,2019-11-10
53074,5bzbr0er,Waiting,0.4,Corporate Events,2019-11-10
53075,gn3gkpwm,Engaged,0.45,Corporate Events,2019-11-10
53076,0ct7y0ei,Discarded,0.1,Indefinite,2019-11-10
53077,8o6d8927,Waiting,0.4,Corporate Events,2019-11-10
53078,j1ia1ke1,Waiting,0.4,Sports Events,2019-11-10
53079,qgf8o6l4,Waiting,0.4,Corporate Events,2019-11-10
53080,9eyq7sdc,Waiting,0.4,Corporate Events,2019-11-10
53081,g5zq9kmf,Discarded,0.1,Corporate Events,2019-11-10
53082,62xlh78q,Discarded,0.1,Corporate Events,2019-11-10
53083,phpzd527,Waiting,0.4,Sports Events,2019-11-10
53084,u2fjssjf,Waiting,0.4,Corporate Events,2019-11-10
53085,hzfX64V2,Qualified,0.5,Corporate Events,2019-11-10
53086,yuivYhgW,Discarded,0.1,Indefinite,2019-11-10
53087,eWHkqKZn,Discarded,0.1,Indefinite,2019-11-10
53088,dgsrhhu3,Discarded,0.1,Corporate Events,2019-11-10
53089,hy9T7Pnt,Waiting,0.4,Indefinite,2019-11-10
53090,dnh12h6u,Waiting,0.4,Indefinite,2019-11-10
53091,50zy8rjq,Waiting,0.4,Indefinite,2019-11-10
53092,chde4o4i,Discarded,0.1,Corporate Events,2019-11-10
53093,kzj76tn2,Waiting,0.4,Indefinite,2019-11-10
53094,XtLNevJO,Process,0.3,Sports Events,2019-11-10
53095,8bcBTEwH,Waiting,0.4,Educational Seminars,2019-11-10
53096,hmvew76l,Engaged,0.45,Corporate Events,2019-11-10
53097,7svm698e,Waiting,0.4,Indefinite,2019-11-10
53098,948m84ky,Waiting,0.4,Corporate Events,2019-11-10
53099,fb4y19mg,Waiting,0.4,Corporate Events,2019-11-10
53100,4rbz4l2o,Waiting,0.4,Corporate Events,2019-11-10
53101,mm2kpxpg,Discarded,0.1,Indefinite,2019-11-10
53102,fjcvb79z,Waiting,0.4,Indefinite,2019-11-10
53103,vojDauAG,Discarded,0.1,Sports Events,2019-11-10
53104,97xb0ica,Process,0.3,Corporate Events,2019-11-10
53105,JQywVglP,Engaged,0.45,Educational Seminars,2019-11-10
53106,1iXznWI4,Waiting,0.4,Indefinite,2019-11-10
53107,cnh1ll8p,Process,0.3,Corporate Events,2019-11-10
53108,ryhhpsw0,Waiting,0.4,Indefinite,2019-11-10
53109,2uPU8aLs,Waiting,0.4,Sports Events,2019-11-10
53110,Caa0h22t,Discarded,0.1,Indefinite,2019-11-10
53111,oa757nzc,Discarded,0.1,Corporate Events,2019-11-10
53112,dqdihpab,Waiting,0.4,Indefinite,2019-11-10
53113,h7i7ld1e,Waiting,0.4,Corporate Events,2019-11-10
53114,DFQTrpO8,Waiting,0.4,Indefinite,2019-11-10
53115,v23raxf7,Waiting,0.4,Corporate Events,2019-11-10
53116,vwd7re3i,Waiting,0.4,Indefinite,2019-11-10
53117,YasmhEhd,Discarded,0.1,Corporate Events,2019-11-10
53118,poj8beuz,Discarded,0.1,Corporate Events,2019-11-10
53119,sg325hmr,Waiting,0.4,Indefinite,2019-11-10
53120,61pahi31,Discarded,0.1,Corporate Events,2019-11-10
53121,jwgm8nzu,Waiting,0.4,Corporate Events,2019-11-10
53122,5V5KqHlH,Qualified,0.5,Educational Seminars,2019-11-10
53123,ufdqp8h7,Waiting,0.4,Educational Seminars,2019-11-10
53124,poig12ge,Waiting,0.4,Indefinite,2019-11-10
53125,2piy83vw,Waiting,0.4,Indefinite,2019-11-10
53126,w2nigKxb,Waiting,0.4,Sports Events,2019-11-10
53127,yRqdkTpW,Waiting,0.4,Indefinite,2019-11-10
53128,y6b0edaw,Discarded,0.1,Corporate Events,2019-11-10
53129,dfs9s3yc,Waiting,0.4,Corporate Events,2019-11-10
53130,a6nu1iti,Waiting,0.4,Indefinite,2019-11-10
53131,ws1u0w1t,Waiting,0.4,Indefinite,2019-11-10
53132,ohrshjJ3,Waiting,0.4,Indefinite,2019-11-10
53133,igcgh6u6,Discarded,0.1,Indefinite,2019-11-10
53134,84aauwar,Waiting,0.4,Indefinite,2019-11-10
53135,e1ir4ijn,Discarded,0.1,Indefinite,2019-11-10
53136,9wp3921n,Waiting,0.4,Corporate Events,2019-11-10
53137,m7fb07f8,Waiting,0.4,Indefinite,2019-11-10
53138,e54tsqky,Waiting,0.4,Corporate Events,2019-11-10
53139,68vqxa0s,Discarded,0.1,Corporate Events,2019-11-10
53140,1whx5cbd,Discarded,0.1,Corporate Events,2019-11-10
53141,sscbDH7a,Waiting,0.4,Indefinite,2019-11-10
53142,MAyiOTBb,Waiting,0.4,Indefinite,2019-11-10
53143,0xrmefmd,Discarded,0.1,Indefinite,2019-11-10
53144,n6qbkgzk,Discarded,0.1,Indefinite,2019-11-10
53145,6otxplso,Discarded,0.1,Corporate Events,2019-11-10
53146,rv61SjKs,Discarded,0.1,Indefinite,2019-11-10
53147,q13dcqd9,Waiting,0.4,Corporate Events,2019-11-10
53148,ZtkCWnmN,Discarded,0.1,Sports Events,2019-11-10
53149,epgy5by5,Discarded,0.1,Indefinite,2019-11-10
53150,i7kha0bl,Waiting,0.4,Corporate Events,2019-11-10
53151,bsrvuAUe,Waiting,0.4,Sports Events,2019-11-10
53152,2y318afk,Waiting,0.4,Corporate Events,2019-11-10
53153,qgs6tpyh,Discarded,0.1,Indefinite,2019-11-10
53154,dn9fxh1u,Waiting,0.4,Corporate Events,2019-11-10
53155,6PjC35QT,Waiting,0.4,Indefinite,2019-11-10
53156,QoEJGcat,Discarded,0.1,Indefinite,2019-11-10
53157,oVO51GQj,Waiting,0.4,Indefinite,2019-11-10
53158,90ggq7vc,Waiting,0.4,Corporate Events,2019-11-10
53159,2hrb961x,Discarded,0.1,Indefinite,2019-11-10
53160,vq8g82ma,Waiting,0.4,Indefinite,2019-11-10
53161,y0xrhte7,Waiting,0.4,Corporate Events,2019-11-10
53162,oly2zbt7,Waiting,0.4,Indefinite,2019-11-10
53163,rmtzbjok,Waiting,0.4,Indefinite,2019-11-10
53164,q1db29qw,Waiting,0.4,Corporate Events,2019-11-10
53165,n9jvz0zi,Discarded,0.1,Corporate Events,2019-11-10
53166,6O4cn889,Discarded,0.1,Indefinite,2019-11-10
53167,mzjx7gi3,Waiting,0.4,Indefinite,2019-11-10
53168,uwsnf2za,Discarded,0.1,Corporate Events,2019-11-10
53169,mionrlyc,Waiting,0.4,Corporate Events,2019-11-10
53170,CmhzRrC0,Waiting,0.4,Educational Seminars,2019-11-10
53171,DzfaesEW,Discarded,0.1,Sports Events,2019-11-10
53172,JDtf8guV,Waiting,0.4,Indefinite,2019-11-10
53173,q8mmibma,Waiting,0.4,Educational Seminars,2019-11-10
53174,9ah8acqq,Discarded,0.1,Corporate Events,2019-11-10
53175,cmpl6xoi,Discarded,0.1,Corporate Events,2019-11-10
53176,zlvso7eo,Waiting,0.4,Indefinite,2019-11-10
53177,2n96fglz,Waiting,0.4,Corporate Events,2019-11-10
53178,458db4pj,Discarded,0.1,Corporate Events,2019-11-10
53179,2u2ecmzm,Waiting,0.4,Corporate Events,2019-11-10
53180,rBylcAgu,Waiting,0.4,Indefinite,2019-11-10
53181,EwzGZSOr,Waiting,0.4,Indefinite,2019-11-10
53182,wkwtrqm6,Discarded,0.1,Indefinite,2019-11-10
53183,phv3hw66,Discarded,0.1,Indefinite,2019-11-10
53184,kg3qe3yk,Waiting,0.4,Indefinite,2019-11-10
53185,wNfK3aEC,Waiting,0.4,Indefinite,2019-11-10
53186,p05lzve3,Discarded,0.1,Corporate Events,2019-11-10
53187,yi54th2p,Waiting,0.4,Corporate Events,2019-11-10
53188,dgdzxykm,Waiting,0.4,Corporate Events,2019-11-10
53189,W5Ei0yqN,Process,0.3,Sports Events,2019-11-10
53190,g85synnk,Discarded,0.1,Corporate Events,2019-11-10
53191,yu84kp88,Discarded,0.1,Indefinite,2019-11-10
53192,k6aSmxWS,Qualified,0.5,Corporate Events,2019-11-10
53193,OOHbBn5Q,Discarded,0.1,Indefinite,2019-11-10
53194,AEO0FujT,Waiting,0.4,Indefinite,2019-11-10
53195,syl8r9uv,Waiting,0.4,Indefinite,2019-11-10
53196,gFtYDXpW,Waiting,0.4,Indefinite,2019-11-10
53197,g32q3ddh,Waiting,0.4,Corporate Events,2019-11-10
53198,j8n3g9da,Waiting,0.4,Corporate Events,2019-11-10
53199,wmkawveL,Waiting,0.4,Indefinite,2019-11-10
53200,6h38wh2i,Waiting,0.4,Corporate Events,2019-11-10
53201,gsw44r7z,Discarded,0.1,Corporate Events,2019-11-10
53202,o6ueolu1,Waiting,0.4,Indefinite,2019-11-10
53203,gi7qlpc5,Waiting,0.4,Corporate Events,2019-11-10
53204,FhWd57cD,Waiting,0.4,Indefinite,2019-11-10
53205,s2v7ycrt,Waiting,0.4,Corporate Events,2019-11-10
53206,yix20jk1,Waiting,0.4,Indefinite,2019-11-10
53207,0wbDxdiL,Waiting,0.4,Indefinite,2019-11-11
